		1.61676E+12	OBD	FUL	VIN	OAL	EGT	EVT				
*TS220	866758049135151	1616914254151	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.21;1;43.70;2;3.82	EGT:372	EVT:1#				
*TS221	866758049135151	1616915255152	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.14;1;43.51;2;3.82	EGT:372	EVT:1#				
*TS222	866758049135151	1616916256153	GPS:3;N36.404567;E10.146321;0;0;1.02	STT:0;0	MGR:9	ADC:0;12.36;1;43.70;2;3.82	EGT:372	EVT:1#				
*TS223	866758049135151	1616917257154	GPS:3;N36.404567;E10.146321;0;0;1.02	STT:0;0	MGR:9	ADC:0;12.29;1;43.70;2;3.82	EGT:372	EVT:1#				
*TS224	866758049135151	1616918258155	GPS:3;N36.404567;E10.146321;0;0;1.02	STT:0;0	MGR:9	ADC:0;12.25;1;43.70;2;3.82	EGT:372	EVT:1#				
*TS225	866758049135151	1616919259156	GPS:3;N36.404567;E10.146321;0;0;0.80	STT:0;0	MGR:9	ADC:0;12.11;1;43.88;2;3.82	EGT:372	EVT:1#				
*TS226	866758049135151	1616920260157	GPS:3;N36.404567;E10.146321;0;0;0.83	STT:0;0	MGR:9	ADC:0;12.14;1;43.88;2;3.82	EGT:372	EVT:1#				
*TS227	866758049135151	1616921261158	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.08;1;43.88;2;3.82	EGT:372	EVT:1#				
*TS228	866758049135151	1616922262159	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.03;1;43.88;2;3.82	EGT:372	EVT:1#				
*TS229	866758049135151	1616923263160	GPS:3;N36.404567;E10.146321;0;0;1.04	STT:0;0	MGR:9	ADC:0;12.17;1;44.07;2;3.82	EGT:372	EVT:1#				
*TS230	866758049135151	1616924264161	GPS:3;N36.404567;E10.146321;0;0;1.21	STT:0;0	MGR:9	ADC:0;12.14;1;43.88;2;3.82	EGT:372	EVT:1#				
*TS231	866758049135151	1616925265162	GPS:3;N36.404567;E10.146321;0;0;0.92	STT:0;0	MGR:9	ADC:0;12.16;1;44.07;2;3.82	EGT:372	EVT:1#				
*TS232	866758049135151	1616926266163	GPS:3;N36.404567;E10.146321;0;0;0.89	STT:0;0	MGR:9	ADC:0;12.17;1;44.07;2;3.82	EGT:372	EVT:1#				
*TS233	866758049135151	1616927267164	GPS:3;N36.404567;E10.146321;0;0;0.89	STT:0;0	MGR:9	ADC:0;12.16;1;44.07;2;3.82	EGT:372	EVT:1#				
*TS234	866758049135151	1616928268165	GPS:3;N36.404567;E10.146321;0;0;0.90	STT:0;0	MGR:9	ADC:0;12.19;1;44.26;2;3.82	EGT:372	EVT:1#				
*TS235	866758049135151	1616929269166	GPS:3;N36.404567;E10.146321;0;0;0.83	STT:0;0	MGR:9	ADC:0;12.26;1;44.07;2;3.82	EGT:372	EVT:1#				
*TS236	866758049135151	1616930270167	GPS:3;N36.404567;E10.146321;0;0;1.03	STT:0;0	MGR:9	ADC:0;12.36;1;44.26;2;3.82	EGT:372	EVT:1#				
*TS237	866758049135151	1616931271168	GPS:3;N36.404567;E10.146321;0;0;1.03	STT:0;0	MGR:9	ADC:0;12.25;1;44.26;2;3.82	EGT:372	EVT:1#				
*TS238	866758049135151	1616932272169	GPS:3;N36.404567;E10.146321;0;0;1.53	STT:0;0	MGR:9	ADC:0;12.12;1;44.26;2;3.82	EGT:372	EVT:1#				
*TS239	866758049135151	1616933273170	GPS:3;N36.404567;E10.146321;0;0;1.03	STT:0;0	MGR:9	ADC:0;12.20;1;44.26;2;3.82	EGT:372	EVT:1#				
*TS240	866758049135151	1616934274171	GPS:3;N36.404567;E10.146321;0;0;1.14	STT:0;0	MGR:9	ADC:0;12.37;1;44.44;2;3.82	EGT:372	EVT:1#				
*TS241	866758049135151	1616935275172	GPS:3;N36.404567;E10.146321;0;0;1.14	STT:0;0	MGR:9	ADC:0;11.97;1;44.44;2;3.82	EGT:372	EVT:1#				
*TS242	866758049135151	1616936276173	GPS:3;N36.404567;E10.146321;0;0;1.14	STT:0;0	MGR:9	ADC:0;12.20;1;44.44;2;3.82	EGT:372	EVT:1#				
*TS243	866758049135151	1616937277174	GPS:3;N36.404567;E10.146321;0;0;1.10	STT:0;0	MGR:9	ADC:0;12.29;1;44.44;2;3.82	EGT:372	EVT:1#				
*TS244	866758049135151	1616938278175	GPS:3;N36.404567;E10.146321;0;0;1.00	STT:0;0	MGR:9	ADC:0;12.12;1;44.44;2;3.82	EGT:372	EVT:1#				
*TS245	866758049135151	1616939279176	GPS:3;N36.404567;E10.146321;0;0;1.00	STT:0;0	MGR:9	ADC:0;12.22;1;44.63;2;3.82	EGT:372	EVT:1#				
*TS246	866758049135151	1616940280177	GPS:3;N36.404567;E10.146321;0;0;0.93	STT:0;0	MGR:9	ADC:0;12.26;1;44.63;2;3.82	EGT:372	EVT:1#				
*TS247	866758049135151	1616941281178	GPS:3;N36.404567;E10.146321;0;0;1.01	STT:0;0	MGR:9	ADC:0;12.08;1;44.63;2;3.82	EGT:372	EVT:1#				
*TS248	866758049135151	1616942282179	GPS:3;N36.404567;E10.146321;0;0;0.96	STT:0;0	MGR:9	ADC:0;12.22;1;44.63;2;3.82	EGT:372	EVT:1#				
*TS249	866758049135151	1616943283180	GPS:3;N36.404567;E10.146321;0;0;0.88	STT:0;0	MGR:9	ADC:0;12.27;1;44.63;2;3.82	EGT:372	EVT:1#				
*TS250	866758049135151	1616944284181	GPS:3;N36.404567;E10.146321;0;0;0.91	STT:0;0	MGR:9	ADC:0;12.09;1;44.63;2;3.82	EGT:372	EVT:1#				
*TS251	866758049135151	1616945285182	GPS:3;N36.404567;E10.146321;0;0;0.91	STT:0;0	MGR:9	ADC:0;12.22;1;44.81;2;3.82	EGT:372	EVT:1#				
*TS252	866758049135151	1616946286183	GPS:3;N36.404567;E10.146321;0;0;1.36	STT:0;0	MGR:9	ADC:0;12.17;1;44.81;2;3.82	EGT:372	EVT:1#				
*TS253	866758049135151	1616947287184	GPS:3;N36.404567;E10.146321;0;0;1.27	STT:0;0	MGR:9	ADC:0;12.21;1;44.81;2;3.82	EGT:372	EVT:1#				
*TS254	866758049135151	1616948288185	GPS:3;N36.404567;E10.146321;0;0;1.79	STT:0;0	MGR:9	ADC:0;12.32;1;44.81;2;3.82	EGT:372	EVT:1#				
*TS255	866758049135151	1616949289186	GPS:3;N36.404567;E10.146321;0;0;1.80	STT:0;0	MGR:9	ADC:0;12.12;1;44.81;2;3.82	EGT:372	EVT:1#				
*TS256	866758049135151	1616950290187	GPS:3;N36.404567;E10.146321;0;0;1.39	STT:0;0	MGR:9	ADC:0;12.40;1;44.81;2;3.82	EGT:372	EVT:1#				
*TS257	866758049135151	1616951291188	GPS:3;N36.404567;E10.146321;0;0;1.36	STT:0;0	MGR:9	ADC:0;12.11;1;45.00;2;3.82	EGT:372	EVT:1#				
*TS258	866758049135151	1616952292189	GPS:3;N36.404567;E10.146321;0;0;1.01	STT:0;0	MGR:9	ADC:0;12.33;1;45.21;2;3.82	EGT:372	EVT:1#				
*TS259	866758049135151	1616953293190	GPS:3;N36.404567;E10.146321;0;0;0.86	STT:0;0	MGR:9	ADC:0;12.22;1;45.00;2;3.82	EGT:372	EVT:1#				
*TS260	866758049135151	1616954294191	GPS:3;N36.404567;E10.146321;0;0;0.86	STT:0;0	MGR:9	ADC:0;12.27;1;45.21;2;3.82	EGT:372	EVT:1#				
*TS261	866758049135151	1616955295192	GPS:3;N36.404567;E10.146321;0;0;0.86	STT:0;0	MGR:9	ADC:0;12.13;1;45.00;2;3.82	EGT:372	EVT:1#				
*TS262	866758049135151	1616956296193	GPS:3;N36.404567;E10.146321;0;0;0.86	STT:0;0	MGR:9	ADC:0;12.40;1;45.00;2;3.82	EGT:372	EVT:1#				
*TS263	866758049135151	1616957297194	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.14;1;45.00;2;3.82	EGT:372	EVT:1#				
*TS264	866758049135151	1616958298195	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;11.96;1;45.39;2;3.82	EGT:372	EVT:1#				
*TS265	866758049135151	1616959299196	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.32;1;45.37;2;3.82	EGT:372	EVT:1#				
*TS266	866758049135151	1616960300197	GPS:3;N36.404567;E10.146321;0;0;0.86	STT:0;0	MGR:9	ADC:0;12.14;1;45.58;2;3.82	EGT:372	EVT:1#				
*TS267	866758049135151	1616961301198	GPS:3;N36.404567;E10.146321;0;0;0.89	STT:0;0	MGR:9	ADC:0;12.30;1;45.58;2;3.82	EGT:372	EVT:1#				
*TS268	866758049135151	1616962302199	GPS:3;N36.404567;E10.146321;0;0;0.98	STT:0;0	MGR:9	ADC:0;12.16;1;45.37;2;3.82	EGT:372	EVT:1#				
*TS269	866758049135151	1616963303200	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.16;1;45.37;2;3.82	EGT:372	EVT:1#				
*TS270	866758049135151	1616964304201	GPS:3;N36.404567;E10.146321;0;0;2.25	STT:0;0	MGR:9	ADC:0;12.12;1;45.58;2;3.82	EGT:372	EVT:1#				
*TS271	866758049135151	1616965305202	GPS:3;N36.404567;E10.146321;0;0;1.07	STT:0;0	MGR:9	ADC:0;12.39;1;45.58;2;3.82	EGT:372	EVT:1#				
*TS272	866758049135151	1616966306203	GPS:3;N36.404567;E10.146321;0;0;0.86	STT:0;0	MGR:9	ADC:0;12.16;1;45.37;2;3.82	EGT:372	EVT:1#				
*TS273	866758049135151	1616967307204	GPS:3;N36.404567;E10.146321;0;0;0.86	STT:0;0	MGR:9	ADC:0;12.22;1;45.76;2;3.82	EGT:372	EVT:1#				
*TS274	866758049135151	1616968308205	GPS:3;N36.404567;E10.146321;0;0;1.07	STT:0;0	MGR:9	ADC:0;12.18;1;45.76;2;3.82	EGT:372	EVT:1#				
*TS275	866758049135151	1616969309206	GPS:3;N36.404567;E10.146321;0;0;0.86	STT:0;0	MGR:9	ADC:0;12.16;1;45.56;2;3.82	EGT:372	EVT:1#				
*TS276	866758049135151	1616970310207	GPS:3;N36.404567;E10.146321;0;0;0.86	STT:0;0	MGR:9	ADC:0;12.23;1;45.56;2;3.82	EGT:372	EVT:1#				
*TS277	866758049135151	1616971311208	GPS:3;N36.404567;E10.146321;0;0;1.04	STT:0;0	MGR:9	ADC:0;12.30;1;45.56;2;3.82	EGT:372	EVT:1#				
*TS278	866758049135151	1616972312209	GPS:3;N36.404567;E10.146321;0;0;1.20	STT:0;0	MGR:9	ADC:0;12.21;1;45.76;2;3.82	EGT:372	EVT:1#				
*TS279	866758049135151	1616973313210	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.22;1;45.95;2;3.82	EGT:372	EVT:1#				
*TS280	866758049135151	1616974314211	GPS:3;N36.404567;E10.146321;0;0;0.86	STT:0;0	MGR:9	ADC:0;12.37;1;45.95;2;3.82	EGT:372	EVT:1#				
*TS281	866758049135151	1616975315212	GPS:3;N36.404567;E10.146321;0;0;0.76	STT:0;0	MGR:9	ADC:0;12.22;1;45.95;2;3.82	EGT:372	EVT:1#				
*TS282	866758049135151	1616976316213	GPS:3;N36.404567;E10.146321;0;0;0.76	STT:0;0	MGR:9	ADC:0;12.28;1;46.13;2;3.82	EGT:372	EVT:1#				
*TS283	866758049135151	1616977317214	GPS:3;N36.404567;E10.146321;0;0;0.76	STT:0;0	MGR:9	ADC:0;12.22;1;46.13;2;3.82	EGT:372	EVT:1#				
*TS284	866758049135151	1616978318215	GPS:3;N36.404567;E10.146321;0;0;0.76	STT:0;0	MGR:9	ADC:0;12.16;1;45.95;2;3.82	EGT:372	EVT:1#				
*TS285	866758049135151	1616979319216	GPS:3;N36.404567;E10.146321;0;0;1.07	STT:0;0	MGR:9	ADC:0;12.22;1;46.13;2;3.82	EGT:372	EVT:1#				
*TS286	866758049135151	1616980320217	GPS:3;N36.404567;E10.146321;0;0;0.94	STT:0;0	MGR:9	ADC:0;12.35;1;46.13;2;3.82	EGT:372	EVT:1#				
*TS287	866758049135151	1616981321218	GPS:3;N36.404567;E10.146321;0;0;1.07	STT:0;0	MGR:9	ADC:0;12.01;1;46.13;2;3.82	EGT:372	EVT:1#				
*TS288	866758049135151	1616982322219	GPS:3;N36.404567;E10.146321;0;0;1.07	STT:0;0	MGR:9	ADC:0;12.22;1;46.32;2;3.82	EGT:372	EVT:1#				
*TS289	866758049135151	1616983323220	GPS:3;N36.404567;E10.146321;0;0;1.16	STT:0;0	MGR:9	ADC:0;12.33;1;46.13;2;3.82	EGT:372	EVT:1#				
*TS290	866758049135151	1616984324221	GPS:3;N36.404567;E10.146321;0;0;0.93	STT:0;0	MGR:9	ADC:0;12.29;1;46.13;2;3.82	EGT:372	EVT:1#				
*TS291	866758049135151	1616985325222	GPS:3;N36.404567;E10.146321;0;0;1.02	STT:0;0	MGR:9	ADC:0;12.16;1;46.32;2;3.82	EGT:372	EVT:1#				
*TS292	866758049135151	1616986326223	GPS:3;N36.404567;E10.146321;0;0;0.93	STT:0;0	MGR:9	ADC:0;12.22;1;46.32;2;3.82	EGT:372	EVT:1#				
*TS293	866758049135151	1616987327224	GPS:3;N36.404567;E10.146321;0;0;0.93	STT:0;0	MGR:9	ADC:0;12.22;1;46.32;2;3.82	EGT:372	EVT:1#				
*TS294	866758049135151	1616988328225	GPS:3;N36.404567;E10.146321;0;0;0.93	STT:0;0	MGR:9	ADC:0;12.38;1;46.32;2;3.82	EGT:372	EVT:1#				
*TS295	866758049135151	1616989329226	GPS:3;N36.404567;E10.146321;0;0;0.93	STT:0;0	MGR:9	ADC:0;12.30;1;46.32;2;3.82	EGT:372	EVT:1#				
*TS296	866758049135151	1616990330227	GPS:3;N36.404567;E10.146321;0;0;0.93	STT:0;0	MGR:9	ADC:0;12.10;1;46.32;2;3.82	EGT:372	EVT:1#				
*TS297	866758049135151	1616991331228	GPS:3;N36.404567;E10.146321;0;0;0.93	STT:0;0	MGR:9	ADC:0;12.22;1;46.32;2;3.82	EGT:372	EVT:1#				
*TS298	866758049135151	1616992332229	GPS:3;N36.404567;E10.146321;0;0;0.93	STT:0;0	MGR:9	ADC:0;12.24;1;46.51;2;3.82	EGT:372	EVT:1#				
*TS299	866758049135151	1616993333230	GPS:3;N36.404567;E10.146321;0;0;0.93	STT:0;0	MGR:9	ADC:0;12.26;1;46.51;2;3.82	EGT:372	EVT:1#				
*TS300	866758049135151	1616994334231	GPS:3;N36.404567;E10.146321;0;0;0.93	STT:0;0	MGR:9	ADC:0;12.41;1;46.51;2;3.82	EGT:372	EVT:1#				
*TS301	866758049135151	1616995335232	GPS:3;N36.404567;E10.146321;0;0;0.93	STT:0;0	MGR:9	ADC:0;12.35;1;46.51;2;3.82	EGT:372	EVT:1#				
*TS302	866758049135151	1616996336233	GPS:3;N36.404567;E10.146321;0;0;0.86	STT:0;0	MGR:9	ADC:0;12.27;1;46.69;2;3.82	EGT:372	EVT:1#				
*TS303	866758049135151	1616997337234	GPS:3;N36.404567;E10.146321;0;0;0.86	STT:0;0	MGR:9	ADC:0;12.21;1;46.51;2;3.82	EGT:372	EVT:1#				
*TS304	866758049135151	1616998338235	GPS:3;N36.404567;E10.146321;0;0;1.01	STT:0;0	MGR:9	ADC:0;12.21;1;46.51;2;3.82	EGT:372	EVT:1#				
*TS305	866758049135151	1616999339236	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.15;1;46.69;2;3.82	EGT:372	EVT:1#				
*TS306	866758049135151	1617000340237	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.12;1;46.51;2;3.82	EGT:372	EVT:1#				
*TS307	866758049135151	1617001341238	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.12;1;46.69;2;3.82	EGT:372	EVT:1#				
*TS308	866758049135151	1617002342239	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.21;1;46.90;2;3.82	EGT:372	EVT:1#				
*TS309	866758049135151	1617003343240	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.07;1;46.69;2;3.82	EGT:372	EVT:1#				
*TS310	866758049135151	1617004344241	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.22;1;46.69;2;3.82	EGT:372	EVT:1#				
*TS311	866758049135151	1617005345242	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.24;1;46.51;2;3.82	EGT:372	EVT:1#				
*TS312	866758049135151	1617006346243	GPS:3;N36.404567;E10.146321;0;0;1.01	STT:0;0	MGR:9	ADC:0;12.24;1;46.69;2;3.82	EGT:372	EVT:1#				
*TS313	866758049135151	1617007347244	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.26;1;46.69;2;3.82	EGT:372	EVT:1#				
*TS314	866758049135151	1617008348245	GPS:3;N36.404567;E10.146321;0;0;1.10	STT:0;0	MGR:9	ADC:0;12.24;1;46.69;2;3.82	EGT:372	EVT:1#				
*TS315	866758049135151	1617009349246	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.22;1;46.88;2;3.82	EGT:372	EVT:1#				
*TS316	866758049135151	1617010350247	GPS:3;N36.404567;E10.146321;0;0;1.01	STT:0;0	MGR:9	ADC:0;12.28;1;47.08;2;3.82	EGT:372	EVT:1#				
*TS317	866758049135151	1617011351248	GPS:3;N36.404567;E10.146321;0;0;1.02	STT:0;0	MGR:9	ADC:0;12.41;1;46.88;2;3.82	EGT:372	EVT:1#				
*TS318	866758049135151	1617012352249	GPS:3;N36.404567;E10.146321;0;0;1.10	STT:0;0	MGR:9	ADC:0;12.26;1;46.88;2;3.82	EGT:372	EVT:1#				
*TS319	866758049135151	1617013353250	GPS:3;N36.404567;E10.146321;0;0;1.10	STT:0;0	MGR:9	ADC:0;12.21;1;46.88;2;3.83	EGT:372	EVT:1#				
*TS320	866758049135151	1617014354251	GPS:3;N36.404567;E10.146321;0;0;1.01	STT:0;0	MGR:9	ADC:0;12.21;1;46.88;2;3.83	EGT:372	EVT:1#				
*TS321	866758049135151	1617015355252	GPS:3;N36.404567;E10.146321;0;0;1.01	STT:0;0	MGR:9	ADC:0;12.19;1;46.88;2;3.82	EGT:372	EVT:1#				
*TS322	866758049135151	1617016356253	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.03;1;47.08;2;3.82	EGT:372	EVT:1#				
*TS323	866758049135151	1617017357254	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.19;1;46.88;2;3.83	EGT:372	EVT:1#				
*TS324	866758049135151	1617018358255	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.22;1;47.06;2;3.83	EGT:372	EVT:1#				
*TS325	866758049135151	1617019359256	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.22;1;47.06;2;3.83	EGT:372	EVT:1#				
*TS326	866758049135151	1617020360257	GPS:3;N36.404567;E10.146321;0;0;1.01	STT:0;0	MGR:9	ADC:0;12.16;1;46.88;2;3.83	EGT:372	EVT:1#				
*TS327	866758049135151	1617021361258	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.33;1;46.88;2;3.83	EGT:372	EVT:1#				
*TS328	866758049135151	1617022362259	GPS:3;N36.404567;E10.146321;0;0;0.89	STT:0;0	MGR:9	ADC:0;12.26;1;47.06;2;3.82	EGT:372	EVT:1#				
*TS329	866758049135151	1617023363260	GPS:3;N36.404567;E10.146321;0;0;1.01	STT:0;0	MGR:9	ADC:0;12.38;1;47.06;2;3.83	EGT:372	EVT:1#				
*TS330	866758049135151	1617024364261	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.33;1;47.06;2;3.83	EGT:372	EVT:1#				
*TS331	866758049135151	1617025365262	GPS:3;N36.404567;E10.146321;0;0;0.86	STT:0;0	MGR:9	ADC:0;12.19;1;47.06;2;3.83	EGT:372	EVT:1#				
*TS332	866758049135151	1617026366263	GPS:3;N36.404567;E10.146321;0;0;0.95	STT:0;0	MGR:9	ADC:0;12.21;1;47.06;2;3.83	EGT:372	EVT:1#				
*TS333	866758049135151	1617027367264	GPS:3;N36.404567;E10.146321;0;0;0.87	STT:0;0	MGR:9	ADC:0;12.22;1;47.06;2;3.83	EGT:372	EVT:1#				
*TS334	866758049135151	1617028368265	GPS:3;N36.404567;E10.146321;0;0;0.87	STT:0;0	MGR:9	ADC:0;12.16;1;47.06;2;3.83	EGT:372	EVT:1#				
*TS335	866758049135151	1617029369266	GPS:3;N36.404567;E10.146321;0;0;0.97	STT:0;0	MGR:9	ADC:0;12.15;1;47.45;2;3.83	EGT:372	EVT:1#				
*TS336	866758049135151	1617030370267	GPS:3;N36.404567;E10.146321;0;0;0.87	STT:0;0	MGR:9	ADC:0;12.20;1;47.06;2;3.83	EGT:372	EVT:1#				
*TS337	866758049135151	1617031371268	GPS:3;N36.404567;E10.146321;0;0;0.87	STT:0;0	MGR:9	ADC:0;12.19;1;47.25;2;3.83	EGT:372	EVT:1#				
*TS338	866758049135151	1617032372269	GPS:3;N36.404567;E10.146321;0;0;0.91	STT:0;0	MGR:9	ADC:0;12.19;1;47.25;2;3.83	EGT:372	EVT:1#				
*TS339	866758049135151	1617033373270	GPS:3;N36.404567;E10.146321;0;0;0.94	STT:0;0	MGR:9	ADC:0;11.98;1;47.25;2;3.83	EGT:372	EVT:1#				
*TS340	866758049135151	1617034374271	GPS:3;N36.404567;E10.146321;0;0;0.94	STT:0;0	MGR:9	ADC:0;12.18;1;47.25;2;3.83	EGT:372	EVT:1#				
*TS341	866758049135151	1617035375272	GPS:3;N36.404567;E10.146321;0;0;0.97	STT:0;0	MGR:9	ADC:0;12.21;1;47.45;2;3.83	EGT:372	EVT:1#				
*TS342	866758049135151	1617036376273	GPS:3;N36.404567;E10.146321;0;0;1.06	STT:0;0	MGR:9	ADC:0;12.22;1;47.45;2;3.83	EGT:372	EVT:1#				
*TS343	866758049135151	1617037377274	GPS:3;N36.404567;E10.146321;0;0;0.94	STT:0;0	MGR:9	ADC:0;12.22;1;47.64;2;3.83	EGT:372	EVT:1#				
*TS344	866758049135151	1617038378275	GPS:3;N36.404567;E10.146321;0;0;0.94	STT:0;0	MGR:9	ADC:0;12.24;1;47.25;2;3.83	EGT:372	EVT:1#				
*TS345	866758049135151	1617039379276	GPS:3;N36.404567;E10.146321;0;0;1.06	STT:0;0	MGR:9	ADC:0;12.20;1;47.45;2;3.83	EGT:372	EVT:1#				
*TS346	866758049135151	1617040380277	GPS:3;N36.404567;E10.146321;0;0;0.97	STT:0;0	MGR:9	ADC:0;12.19;1;47.64;2;3.83	EGT:372	EVT:1#				
*TS347	866758049135151	1617041381278	GPS:3;N36.404567;E10.146321;0;0;0.94	STT:0;0	MGR:9	ADC:0;12.16;1;47.44;2;3.83	EGT:372	EVT:1#				
*TS348	866758049135151	1617042382279	GPS:3;N36.404567;E10.146321;0;0;0.94	STT:0;0	MGR:9	ADC:0;12.13;1;47.44;2;3.83	EGT:372	EVT:1#				
*TS349	866758049135151	1617043383280	GPS:3;N36.404567;E10.146321;0;0;1.01	STT:0;0	MGR:9	ADC:0;12.15;1;47.44;2;3.83	EGT:372	EVT:1#				
*TS350	866758049135151	1617044384281	GPS:3;N36.404567;E10.146321;0;0;1.01	STT:0;0	MGR:9	ADC:0;12.13;1;47.44;2;3.83	EGT:372	EVT:1#				
*TS351	866758049135151	1617045385282	GPS:3;N36.404567;E10.146321;0;0;0.94	STT:0;0	MGR:9	ADC:0;12.13;1;47.44;2;3.83	EGT:372	EVT:1#				
*TS352	866758049135151	1617046386283	GPS:3;N36.404567;E10.146321;0;0;1.08	STT:0;0	MGR:9	ADC:0;12.12;1;47.44;2;3.83	EGT:372	EVT:1#				
*TS353	866758049135151	1617047387284	GPS:3;N36.404567;E10.146321;0;0;1.07	STT:0;0	MGR:9	ADC:0;12.11;1;47.64;2;3.83	EGT:372	EVT:1#				
*TS354	866758049135151	1617048388285	GPS:3;N36.404567;E10.146321;0;0;0.98	STT:0;0	MGR:9	ADC:0;12.17;1;47.64;2;3.83	EGT:372	EVT:1#				
*TS355	866758049135151	1617049389286	GPS:3;N36.404567;E10.146321;0;0;0.98	STT:0;0	MGR:9	ADC:0;12.12;1;47.44;2;3.83	EGT:372	EVT:1#				
*TS356	866758049135151	1617050390287	GPS:3;N36.404567;E10.146321;0;0;0.91	STT:0;0	MGR:9	ADC:0;12.20;1;47.64;2;3.83	EGT:372	EVT:1#				
*TS357	866758049135151	1617051391288	GPS:3;N36.404567;E10.146321;0;0;0.98	STT:0;0	MGR:9	ADC:0;12.26;1;47.62;2;3.83	EGT:372	EVT:1#				
*TS358	866758049135151	1617052392289	GPS:3;N36.404567;E10.146321;0;0;0.91	STT:0;0	MGR:9	ADC:0;12.12;1;47.83;2;3.83	EGT:372	EVT:1#				
*TS359	866758049135151	1617053393290	GPS:3;N36.404567;E10.146321;0;0;0.91	STT:0;0	MGR:9	ADC:0;12.11;1;47.44;2;3.83	EGT:372	EVT:1#				
*TS360	866758049135151	1617054394291	GPS:3;N36.404567;E10.146321;0;0;0.91	STT:0;0	MGR:9	ADC:0;12.11;1;47.64;2;3.83	EGT:372	EVT:1#				
*TS361	866758049135151	1617055395292	GPS:3;N36.404567;E10.146321;0;0;0.91	STT:0;0	MGR:9	ADC:0;12.14;1;47.83;2;3.83	EGT:372	EVT:1#				
*TS362	866758049135151	1617056396293	GPS:3;N36.404567;E10.146321;0;0;0.91	STT:0;0	MGR:9	ADC:0;11.88;1;47.64;2;3.83	EGT:372	EVT:1#				
*TS363	866758049135151	1617057397294	GPS:3;N36.404567;E10.146321;0;0;0.91	STT:0;0	MGR:9	ADC:0;12.15;1;47.62;2;3.83	EGT:372	EVT:1#				
*TS364	866758049135151	1617058398295	GPS:3;N36.404567;E10.146321;0;0;0.76	STT:0;0	MGR:9	ADC:0;12.14;1;47.83;2;3.83	EGT:372	EVT:1#				
*TS365	866758049135151	1617059399296	GPS:3;N36.404567;E10.146321;0;0;0.93	STT:0;0	MGR:9	ADC:0;12.12;1;47.83;2;3.83	EGT:372	EVT:1#				
*TS366	866758049135151	1617060400297	GPS:3;N36.404567;E10.146321;0;0;0.87	STT:0;0	MGR:9	ADC:0;12.12;1;47.62;2;3.83	EGT:372	EVT:1#				
*TS367	866758049135151	1617061401298	GPS:3;N36.404567;E10.146321;0;0;0.86	STT:0;0	MGR:9	ADC:0;12.20;1;47.62;2;3.83	EGT:372	EVT:1#				
*TS368	866758049135151	1617062402299	GPS:3;N36.404567;E10.146321;0;0;1.13	STT:0;0	MGR:9	ADC:0;12.15;1;47.83;2;3.83	EGT:372	EVT:1#				
*TS369	866758049135151	1617063403300	GPS:3;N36.404567;E10.146321;0;0;1.02	STT:0;0	MGR:9	ADC:0;12.12;1;47.62;2;3.83	EGT:372	EVT:1#				
*TS370	866758049135151	1617064404301	GPS:3;N36.404567;E10.146321;0;0;0.91	STT:0;0	MGR:9	ADC:0;12.11;1;47.83;2;3.83	EGT:372	EVT:1#				
